index,Товар,Ссылка,Штрихкод,РодительскяГруппаТоваров,ГруппаТоваров,path,Номер полки
3236,"Пельмени ручной лепки ""Татарские"" Айс",https://vkusvill.ru/upload/resize/245067/245067_250x250x70.jpg,2100100173869,Айс ВкусВилл,П/ф айс,36/3236.jpg,айс
3385,Тесто дрожжевое Айс,https://vkusvill.ru/upload/resize/247014/247014_250x250x70.jpg,2100100197278,Айс ВкусВилл,П/ф айс,85/3385.jpg,айс
297,Пицца ассорти Айс,https://vkusvill.ru/upload/resize/249046/249046_530x300x85_c.jpg,2100100145088,Айс ВкусВилл,Пиццы айс,97/297.jpg,айс
298,"Пицца ""Пепперони"" Айс",https://vkusvill.ru/upload/resize/236430/236430_250x250x70.jpg,2100100215965,Айс ВкусВилл,Пиццы айс,98/298.jpg,айс
299,Пицца Груша-Горгонзола Айс,https://vkusvill.ru/upload/resize/236431/236431_250x250x70.jpg,2100100157425,Айс ВкусВилл,Пиццы айс,99/299.jpg,айс
300,"Пицца ""Белла капре"" Айс",https://vkusvill.ru/upload/resize/236432/236432_250x250x70.jpg,2100100157432,Айс ВкусВилл,Пиццы айс,00/300.jpg,айс
1779,"Пицца ""Барбекю"" Айс",https://vkusvill.ru/upload/resize/239429/239429_250x250x70.jpg,2100100145095,Айс ВкусВилл,Пиццы айс,79/1779.jpg,айс
3112,Пицца с курицей и ананасами Айс,https://vkusvill.ru/upload/resize/243660/243660_250x250x70.jpg,2100100157449,Айс ВкусВилл,Пиццы айс,12/3112.jpg,айс
301,Плов постный из булгура Айс,https://vkusvill.ru/upload/resize/236433/236433_250x250x70.jpg,2100100147822,Айс ВкусВилл,Замороженные продукты веганские айс,01/301.jpg,айс
302,Пельмени с тофу и шпинатом Айс,https://vkusvill.ru/upload/resize/236434/236434_250x250x70.jpg,2100100132422,Айс ВкусВилл,Замороженные продукты веганские айс,02/302.jpg,айс
309,Киш со шпинатом и сыром Айс,https://vkusvill.ru/upload/resize/236443/236443_250x250x70.jpg,2100100171216,Айс ВкусВилл,Пирожки айс,09/309.jpg,айс
454,Пирожок с вишней 70гр Айс,https://vkusvill.ru/upload/resize/236702/236702_250x250x70.jpg,2100100156046,Айс ВкусВилл,Пирожки айс,54/454.jpg,айс
529,Киш с курицей и грибами Айс,https://vkusvill.ru/upload/resize/236814/236814_250x250x70.jpg,2100100171193,Айс ВкусВилл,Пирожки айс,29/529.jpg,айс
530,Киш с рыбой и брокколи Айс,https://vkusvill.ru/upload/resize/236815/236815_250x250x70.jpg,2100100171209,Айс ВкусВилл,Пирожки айс,30/530.jpg,айс
760,Пирожок с курицей Айс,https://vkusvill.ru/upload/resize/237277/237277_250x250x70.jpg,2100100155940,Айс ВкусВилл,Пирожки айс,60/760.jpg,айс
3392,Самса с бараниной Айс,https://vkusvill.ru/upload/resize/247022/247022_250x250x70.jpg,2100100201074,Айс ВкусВилл,Пирожки айс,92/3392.jpg,айс
331,"Блокнот в точку, 80 л",https://vkusvill.ru/upload/resize/236471/236471_250x250x70.jpg,2100100156275,Нон-Фуд,Товары для творчества,31/331.jpg,5
543,"Тетрадь-блокнот нелинованный, 40 л",https://vkusvill.ru/upload/resize/236846/236846_250x250x70.jpg,2100100156817,Нон-Фуд,Товары для творчества,43/543.jpg,5
815,"Тетрадь в клетку, 48 л",https://vkusvill.ru/upload/resize/237383/237383_250x250x70.jpg,2100100152611,Нон-Фуд,Товары для творчества,15/815.jpg,5
816,"Тетрадь в линейку, 48 л",https://vkusvill.ru/upload/resize/237385/237385_250x250x70.jpg,2100100135164,Нон-Фуд,Товары для творчества,16/816.jpg,5
817,"Карандаши чернографитные, 4шт",https://vkusvill.ru/upload/resize/237387/237387_250x250x70.jpg,2100100130404,Нон-Фуд,Товары для творчества,17/817.jpg,5
1141,"Цветные карандаши, 12шт",https://vkusvill.ru/upload/resize/238023/238023_250x250x70.jpg,2100100130398,Нон-Фуд,Товары для творчества,41/1141.jpg,5
2693,Точилка деревянная,https://vkusvill.ru/upload/resize/241567/241567_250x250x70.jpg,2100100130411,Нон-Фуд,Товары для творчества,93/2693.jpg,5
2847,"Набор из 4 ручек, в ассортименте",https://vkusvill.ru/upload/resize/241965/241965_250x250x70.jpg,2100100196974,Нон-Фуд,Товары для творчества,47/2847.jpg,5
2965,"Ластик Овощи, 3шт",https://vkusvill.ru/upload/resize/242239/242239_250x250x70.jpg,2100100130381,Нон-Фуд,Товары для творчества,65/2965.jpg,5
3365,Клей-карандаш канцелярский,https://vkusvill.ru/upload/resize/246674/246674_250x250x70.jpg,2100100162016,Нон-Фуд,Товары для творчества,65/3365.jpg,5
3366,"Клей канцелярский жидкий, 50 мл",https://vkusvill.ru/upload/resize/246676/246676_250x250x70.jpg,2100100149925,Нон-Фуд,Товары для творчества,66/3366.jpg,5
337,Сырок творожный в молочном шоколаде,https://vkusvill.ru/upload/resize/236482/236482_250x250x70.jpg,2100100216214,Молочная Продукция,Творог,37/337.jpg,25.3
338,"Творог мягкий ""Черная смородина"" без доб. сахара 6%",https://vkusvill.ru/upload/resize/236485/236485_250x250x70.jpg,2100100082970,Молочная Продукция,Творог,38/338.jpg,25.3
339,"Творог ""Домашний"" 18%",https://vkusvill.ru/upload/resize/236491/236491_250x250x70.jpg,2100100165383,Молочная Продукция,Творог,39/339.jpg,25.3
340,"Творог мягкий ""Черника"" 6%",https://vkusvill.ru/upload/resize/236492/236492_250x250x70.jpg,2100100154066,Молочная Продукция,Творог,40/340.jpg,25.3
341,Сырок творожный с какао 5%,https://vkusvill.ru/upload/resize/236493/236493_250x250x70.jpg,2100100140830,Молочная Продукция,Творог,41/341.jpg,25.3
342,Сырок творожный с кокосовой стружкой,https://vkusvill.ru/upload/resize/236496/236496_250x250x70.jpg,2100100216221,Молочная Продукция,Творог,42/342.jpg,25.3
343,Сырок творожный с фундуком 5%,https://vkusvill.ru/upload/resize/236499/236499_250x250x70.jpg,2100100140847,Молочная Продукция,Творог,43/343.jpg,25.3
344,Творог 9% 180 г,https://vkusvill.ru/upload/resize/236504/236504_250x250x70.jpg,2100100198909,Молочная Продукция,Творог,44/344.jpg,25.3
345,Сырок творожный со сгущённым молоком 5%,https://vkusvill.ru/upload/resize/236507/236507_250x250x70.jpg,2100100105297,Молочная Продукция,Творог,45/345.jpg,25.3
388,Крем творожный 15%,https://vkusvill.ru/upload/resize/236595/236595_250x250x70.jpg,2100180190008,Молочная Продукция,Творог,88/388.jpg,25.3
389,Масса творожная с изюмом,https://vkusvill.ru/upload/resize/236596/236596_250x250x70.jpg,2100100198039,Молочная Продукция,Творог,89/389.jpg,25.3
554,"Творог мягкий с черникой однородный 4,2%",https://vkusvill.ru/upload/resize/236867/236867_250x250x70.jpg,2100100131746,Молочная Продукция,Творог,54/554.jpg,25.3
555,"Творог ""Питьевой"" 3,9%",https://vkusvill.ru/upload/resize/236868/236868_250x250x70.jpg,2100100098421,Молочная Продукция,Творог,55/555.jpg,25.3
556,"Творог с шоколадной крошкой 6,7%",https://vkusvill.ru/upload/resize/236875/236875_250x250x70.jpg,2100100034375,Молочная Продукция,Творог,56/556.jpg,25.3
557,"Творог ""Зернышко"" 5%",https://vkusvill.ru/upload/resize/236876/236876_250x250x70.jpg,2100100213145,Молочная Продукция,Творог,57/557.jpg,25.3
558,"Творог мягкий ""Инжир-чернослив"" 6%",https://vkusvill.ru/upload/resize/236879/236879_250x250x70.jpg,2100100154042,Молочная Продукция,Творог,58/558.jpg,25.3
559,"Мусс творожный ""Груша"" 2,7%",https://vkusvill.ru/upload/resize/236882/236882_250x250x70.jpg,2100100111533,Молочная Продукция,Творог,59/559.jpg,25.3
560,"Мусс творожный ""Манго и Маракуйя"" 2,3%",https://vkusvill.ru/upload/resize/236885/236885_250x250x70.jpg,2100100140915,Молочная Продукция,Творог,60/560.jpg,25.3
561,"Творог ""Пластовой"" из цельного молока",https://vkusvill.ru/upload/resize/236886/236886_250x250x70.jpg,2100100158446,Молочная Продукция,Творог,61/561.jpg,25.3
562,"Творог мягкий ""Злаки-ваниль""",https://vkusvill.ru/upload/resize/236893/236893_250x250x70.jpg,2100100094058,Молочная Продукция,Творог,62/562.jpg,25.3
563,"Творог мягкий ""Клюква"" 6%",https://vkusvill.ru/upload/resize/236896/236896_250x250x70.jpg,2100100154080,Молочная Продукция,Творог,63/563.jpg,25.3
564,"Творог зерненый 4%, 230 г",https://vkusvill.ru/upload/resize/236897/236897_250x250x70.jpg,2100140190000,Молочная Продукция,Творог,64/564.jpg,25.3
565,Творог 9%,https://vkusvill.ru/upload/resize/236899/236899_250x250x70.jpg,2100401000000,Молочная Продукция,Творог,65/565.jpg,25.3
566,Творог из топленого молока 5%,https://vkusvill.ru/upload/resize/236900/236900_250x250x70.jpg,2100100117009,Молочная Продукция,Творог,66/566.jpg,25.3
567,"Творог ""Зернышко"" 9%",https://vkusvill.ru/upload/resize/236904/236904_250x250x70.jpg,2100100156749,Молочная Продукция,Творог,67/567.jpg,25.3
569,"Творог 5%, 180 г",https://vkusvill.ru/upload/resize/236908/236908_250x250x70.jpg,2100100194932,Молочная Продукция,Творог,69/569.jpg,25.3
570,Творог обезжиренный со сметаной,https://vkusvill.ru/upload/resize/236909/236909_250x250x70.jpg,2100100100155,Молочная Продукция,Творог,70/570.jpg,25.3
571,"Творог мягкий с персиком однородный 4,2%",https://vkusvill.ru/upload/resize/236911/236911_250x250x70.jpg,2100100131760,Молочная Продукция,Творог,71/571.jpg,25.3
572,"Мусс творожный ""Шоколад"" 3%",https://vkusvill.ru/upload/resize/236912/236912_250x250x70.jpg,2100100120672,Молочная Продукция,Творог,72/572.jpg,25.3
573,"Мусс творожный ""Вишня"" 2,7%",https://vkusvill.ru/upload/resize/236914/236914_250x250x70.jpg,2100100111588,Молочная Продукция,Творог,73/573.jpg,25.3
574,"Творог зерненый ""Черника"" 5%",https://vkusvill.ru/upload/resize/236917/236917_250x250x70.jpg,2100100117054,Молочная Продукция,Творог,74/574.jpg,25.3
575,"Творог мягкий ""Вишня"" 6%",https://vkusvill.ru/upload/resize/236920/236920_250x250x70.jpg,2100100154097,Молочная Продукция,Творог,75/575.jpg,25.3
665,Чизкейк творожный ванильный 15%,https://vkusvill.ru/upload/resize/237117/237117_250x250x70.jpg,2100100114770,Молочная Продукция,Творог,65/665.jpg,25.3
856,"Мусс творожный ""Малина"" 2,7%",https://vkusvill.ru/upload/resize/237467/237467_250x250x70.jpg,2100100098490,Молочная Продукция,Творог,56/856.jpg,25.3
857,Сырок творожный со смородиной в белом шоколаде,https://vkusvill.ru/upload/resize/237468/237468_250x250x70.jpg,2100100162535,Молочная Продукция,Творог,57/857.jpg,25.3
858,"Творог мягкий 4,5%",https://vkusvill.ru/upload/resize/237470/237470_250x250x70.jpg,2100100099855,Молочная Продукция,Творог,58/858.jpg,25.3
859,"Творог ""Зернышко"" обезжиренный",https://vkusvill.ru/upload/resize/237473/237473_250x250x70.jpg,2100100066857,Молочная Продукция,Творог,59/859.jpg,25.3
860,Творог 5%,https://vkusvill.ru/upload/resize/237474/237474_250x250x70.jpg,2100402000009,Молочная Продукция,Творог,60/860.jpg,25.3
861,"Творог зерненый ""Малина"" 5%",https://vkusvill.ru/upload/resize/237475/237475_250x250x70.jpg,2100100105815,Молочная Продукция,Творог,61/861.jpg,25.3
862,Творог мягкий обезжиренный 0%,https://vkusvill.ru/upload/resize/237477/237477_250x250x70.jpg,2000100004708,Молочная Продукция,Творог,62/862.jpg,25.3
988,Чизкейк творожный шоколадный 15%,https://vkusvill.ru/upload/resize/237730/237730_250x250x70.jpg,2100100114763,Молочная Продукция,Творог,88/988.jpg,25.3
1304,"Мусс творожный ""Манго и ананас""",https://vkusvill.ru/upload/resize/238363/238363_250x250x70.jpg,2100100192877,Молочная Продукция,Творог,04/1304.jpg,25.3
1305,"Творог обезжиренный, 180 г",https://vkusvill.ru/upload/resize/238364/238364_250x250x70.jpg,2100100128753,Молочная Продукция,Творог,05/1305.jpg,25.3
1819,"Творог мягкий с клубникой однородный 4,2%",https://vkusvill.ru/upload/resize/239518/239518_250x250x70.jpg,2100100131753,Молочная Продукция,Творог,19/1819.jpg,25.3
2074,"Творог мягкий ""Манго и малина"" 6%",https://vkusvill.ru/upload/resize/240112/240112_250x250x70.jpg,2100100162030,Молочная Продукция,Творог,74/2074.jpg,25.3
2075,Сырок творожный с апельсином в мол. шок. 5%,https://vkusvill.ru/upload/resize/240115/240115_250x250x70.jpg,2100100096199,Молочная Продукция,Творог,75/2075.jpg,25.3
2819,"Творог мягкий ""Малина"" 6%",https://vkusvill.ru/upload/resize/241903/241903_250x250x70.jpg,2100100081485,Молочная Продукция,Творог,19/2819.jpg,25.3
2953,"Творог ""Питьевой"" клубника 3,5%",https://vkusvill.ru/upload/resize/242212/242212_250x250x70.jpg,2100100156718,Молочная Продукция,Творог,53/2953.jpg,25.3
3043,"Творог ""Пластовой"" обезжиренный",https://vkusvill.ru/upload/resize/242699/242699_250x250x70.jpg,2100100195755,Молочная Продукция,Творог,43/3043.jpg,25.3
3044,"Творог ""Питьевой"" вишня 3,5%",https://vkusvill.ru/upload/resize/242701/242701_250x250x70.jpg,2100100156725,Молочная Продукция,Творог,44/3044.jpg,25.3
3487,Творог мягкий высокобелковый 6%,https://vkusvill.ru/upload/resize/247826/247826_250x250x70.jpg,2100100201340,Молочная Продукция,Творог,87/3487.jpg,25.3
3915,Творог обезжиренный,https://vkusvill.ru/upload/resize/95283/95283_250x250x70.jpg,2100100072490,Молочная Продукция,Творог,15/3915.jpg,25.3
346,"Панна-котта ""Манго-маракуйя-апельсин""",https://vkusvill.ru/upload/resize/236512/236512_250x250x70.jpg,2100100067809,"Сладости, кондитерские изделия",Десерты молочные,46/346.jpg,25.1
985,"Десерт сывороточный ""Полба-злаки"" без доб. сахара",https://vkusvill.ru/upload/resize/237727/237727_250x250x70.jpg,2100100133337,"Сладости, кондитерские изделия",Десерты молочные,85/985.jpg,25.1
987,"Пудинг молочный ""Малина и варёное сгущ. молоко""",https://vkusvill.ru/upload/resize/237729/237729_250x250x70.jpg,2100100160654,"Сладости, кондитерские изделия",Десерты молочные,87/987.jpg,25.1
1340,Мусс молочный маракуйя,https://vkusvill.ru/upload/resize/238427/238427_250x250x70.jpg,2100100058166,"Сладости, кондитерские изделия",Десерты молочные,40/1340.jpg,25.1
1822,"Пудинг молочный ""Банан с ванильным печеньем""",https://vkusvill.ru/upload/resize/239526/239526_250x250x70.jpg,2100100132637,"Сладости, кондитерские изделия",Десерты молочные,22/1822.jpg,25.1
2378,Десерт творожный с кокосом и сгущённым молоком,https://vkusvill.ru/upload/resize/240860/240860_250x250x70.jpg,2100100085049,"Сладости, кондитерские изделия",Десерты молочные,78/2378.jpg,25.1
2412,"Десерт молочный ""Наполеон""",https://vkusvill.ru/upload/resize/240922/240922_250x250x70.jpg,2100100077600,"Сладости, кондитерские изделия",Десерты молочные,12/2412.jpg,25.1
2413,"Десерт молочный ""Медовик""",https://vkusvill.ru/upload/resize/240924/240924_250x250x70.jpg,2100100133283,"Сладости, кондитерские изделия",Десерты молочные,13/2413.jpg,25.1
3115,"Десерт молочный ""Наполеон"" с малиной",https://vkusvill.ru/upload/resize/243798/243798_250x250x70.jpg,2100100112004,"Сладости, кондитерские изделия",Десерты молочные,15/3115.jpg,25.1
3376,"Десерт молочный ""Наполеон"" с шоколадом",https://vkusvill.ru/upload/resize/246894/246894_250x250x70.jpg,2100100212292,"Сладости, кондитерские изделия",Десерты молочные,76/3376.jpg,25.1
3735,Творожник с какао и миндальной стружкой,https://vkusvill.ru/upload/resize/94152/94152_250x250x70.jpg,2100100111571,"Сладости, кондитерские изделия",Десерты молочные,35/3735.jpg,25.1
3761,Мусс молочно-шоколадный,https://vkusvill.ru/upload/resize/94301/94301_250x250x70.jpg,2100100058203,"Сладости, кондитерские изделия",Десерты молочные,61/3761.jpg,25.1
3920,"Десерт сметанный ""Малина-земляника""",https://vkusvill.ru/upload/resize/95308/95308_250x250x70.jpg,2100100117030,"Сладости, кондитерские изделия",Десерты молочные,20/3920.jpg,25.1
4025,"Десерт сывороточный ""Груша""",https://vkusvill.ru/upload/resize/95998/95998_250x250x70.jpg,2100100058630,"Сладости, кондитерские изделия",Десерты молочные,25/4025.jpg,25.1
347,"Рулет ""Лимонный""",https://vkusvill.ru/upload/resize/236515/236515_250x250x70.jpg,2100100156916,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",47/347.jpg,17
773,"Кекс ""Морковный""",https://vkusvill.ru/upload/resize/249249/249249_530x300x85_c.jpg,2100100111731,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",73/773.jpg,17
1039,Пирожок с капустой,https://vkusvill.ru/upload/resize/249243/249243_530x300x85_c.jpg,2100282000007,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",39/1039.jpg,17
1099,"Пирог с капустой, 500 г",https://vkusvill.ru/upload/resize/237938/237938_250x250x70.jpg,2100100150846,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",99/1099.jpg,17
1100,"Кекс ""Творожный"" семейный",https://vkusvill.ru/upload/resize/237940/237940_250x250x70.jpg,2100100158699,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",00/1100.jpg,17
1424,Сочник с творогом,https://vkusvill.ru/upload/resize/238636/238636_250x250x70.jpg,2100100099251,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",24/1424.jpg,17
1607,Рулет фисташковый с малиной,https://vkusvill.ru/upload/resize/239022/239022_250x250x70.jpg,2100100196004,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",07/1607.jpg,17
2063,Лепешка с зеленью,https://vkusvill.ru/upload/resize/252557/252557_530x300x85_c.jpg,2100100100995,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",63/2063.jpg,17
2148,Рулет с маком,https://vkusvill.ru/upload/resize/240270/240270_250x250x70.jpg,2100100111311,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",48/2148.jpg,17
2149,Рулет с маковой начинкой,https://vkusvill.ru/upload/resize/240271/240271_250x250x70.jpg,2100100082673,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",49/2149.jpg,17
2778,Гата с цитрусовой начинкой,https://vkusvill.ru/upload/resize/241779/241779_250x250x70.jpg,2100100141370,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",78/2778.jpg,17
3036,Кекс из пророщенной пшеницы,https://vkusvill.ru/upload/resize/242478/242478_250x250x70.jpg,2100100165895,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",36/3036.jpg,17
3102,Сочник-мини с творогом,https://vkusvill.ru/upload/resize/243364/243364_250x250x70.jpg,2100100156213,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",02/3102.jpg,17
3402,Пирожки с вишней,https://vkusvill.ru/upload/resize/249257/249257_530x300x85_c.jpg,2100100074128,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",02/3402.jpg,17
3819,"Кекс ""Творожный""",https://vkusvill.ru/upload/resize/94675/94675_250x250x70.jpg,2100100063733,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",19/3819.jpg,17
3838,Ромовая Баба,https://vkusvill.ru/upload/resize/94808/94808_250x250x70.jpg,2100100166748,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",38/3838.jpg,17
3863,Рулет бисквитный,https://vkusvill.ru/upload/resize/94957/94957_250x250x70.jpg,2100100007836,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",63/3863.jpg,17
3910,Пирог осетинский с мясом,https://vkusvill.ru/upload/resize/252559/252559_530x300x85_c.jpg,2100100172404,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",10/3910.jpg,17
3911,Пирог осетинский с картофелем и сыром,https://vkusvill.ru/upload/resize/252560/252560_530x300x85_c.jpg,2100100172411,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",11/3911.jpg,17
3999,Банановый кекс с орехом,https://vkusvill.ru/upload/resize/95771/95771_250x250x70.jpg,2100100050665,"Сладости, кондитерские изделия","Пироги, кексы, рулеты",99/3999.jpg,17
350,"Фрукт.-орех. Mix (ананс,ябл,миндаль),ВП",https://vkusvill.ru/upload/resize/236521/236521_250x250x70.jpg,4603764579049,Выбор покупателя,Мука ВП,50/350.jpg,нет
592,"Порошок клюквенный, ВП",https://vkusvill.ru/upload/resize/236966/236966_250x250x70.jpg,2100100157494,Выбор покупателя,Мука ВП,92/592.jpg,нет
593,"Порошок облепиховый, ВП",https://vkusvill.ru/upload/resize/236967/236967_250x250x70.jpg,2100100157500,Выбор покупателя,Мука ВП,93/593.jpg,нет
878,"Шарики хрустящие из зеленой гречки, ВП",https://vkusvill.ru/upload/resize/237509/237509_250x250x70.jpg,4607074911537,Выбор покупателя,Мука ВП,78/878.jpg,нет
879,"Пшеница воздушная, ВП",https://vkusvill.ru/upload/resize/237511/237511_250x250x70.jpg,4607944800138,Выбор покупателя,Мука ВП,79/879.jpg,нет
880,"Каша мультизлак. клуб. на изомальте, ВП",https://vkusvill.ru/upload/resize/237513/237513_250x250x70.jpg,4640008035497,Выбор покупателя,Мука ВП,80/880.jpg,нет
881,"Паста с Тыквой и Цукини, ВП",https://vkusvill.ru/upload/resize/237514/237514_250x250x70.jpg,4620005841185,Выбор покупателя,Мука ВП,81/881.jpg,нет
1165,"Чипсы ц/з из бур. риса гречка-амарант,ВП",https://vkusvill.ru/upload/resize/238090/238090_250x250x70.jpg,3800233071023,Выбор покупателя,Мука ВП,65/1165.jpg,нет
1173,"Смесь Киноа, ВП",https://vkusvill.ru/upload/resize/238101/238101_250x250x70.jpg,3872084011473,Выбор покупателя,Мука ВП,73/1173.jpg,нет
1178,"Гречка воздушная, ВП",https://vkusvill.ru/upload/resize/238108/238108_250x250x70.jpg,4607944800145,Выбор покупателя,Мука ВП,78/1178.jpg,нет
1179,"Каша овсяная с яблоком б/п, ВП",https://vkusvill.ru/upload/resize/238110/238110_250x250x70.jpg,4602009325946,Выбор покупателя,Мука ВП,79/1179.jpg,нет
1180,"Каша мультизлаковая на изомальте, ВП",https://vkusvill.ru/upload/resize/238111/238111_250x250x70.jpg,4640008035510,Выбор покупателя,Мука ВП,80/1180.jpg,нет
1181,"Пшеничная Лапша с Грибами Шиитаке, ВП",https://vkusvill.ru/upload/resize/238112/238112_250x250x70.jpg,4620005841192,Выбор покупателя,Мука ВП,81/1181.jpg,нет
1183,"Смесь для выпечки""Основа для пиццы"", ВП",https://vkusvill.ru/upload/resize/238115/238115_250x250x70.jpg,4627107330104,Выбор покупателя,Мука ВП,83/1183.jpg,нет
1187,"Арахис жареный в солёной карамели, ВП",https://vkusvill.ru/upload/resize/238125/238125_250x250x70.jpg,2100100165369,Выбор покупателя,Мука ВП,87/1187.jpg,нет
1195,"Пюре мясное ""Индейка"", ВП",https://vkusvill.ru/upload/resize/238155/238155_250x250x70.jpg,4620016090152,Выбор покупателя,Мука ВП,95/1195.jpg,нет
1196,"Пюре мясное ""Цыпленок"", ВП",https://vkusvill.ru/upload/resize/238156/238156_250x250x70.jpg,4620016090138,Выбор покупателя,Мука ВП,96/1196.jpg,нет
1364,"Батончик зерновой ""Сила"", ВП",https://vkusvill.ru/upload/resize/238490/238490_250x250x70.jpg,4609060344916,Выбор покупателя,Мука ВП,64/1364.jpg,нет
1397,Каша рисово-кукуруз. безмолоч. с бананом органик ВП,https://vkusvill.ru/upload/resize/238567/238567_250x250x70.jpg,8606106356489,Выбор покупателя,Мука ВП,97/1397.jpg,нет
1421,"Хлеб ржаной бездрожжевой, ВП",https://vkusvill.ru/upload/resize/238630/238630_250x250x70.jpg,4603777897000,Выбор покупателя,Мука ВП,21/1421.jpg,нет
1624,"Шоколад молочный кондитерский ""Дропсы"", ВП",https://vkusvill.ru/upload/resize/239065/239065_250x250x70.jpg,2100100175610,Выбор покупателя,Мука ВП,24/1624.jpg,нет
1631,"Чипсы ц/з из бурого риса с мор. солью,ВП",https://vkusvill.ru/upload/resize/239084/239084_250x250x70.jpg,3800233073393,Выбор покупателя,Мука ВП,31/1631.jpg,нет
1637,"Батончик зерновой ""Детокс"", ВП",https://vkusvill.ru/upload/resize/239093/239093_250x250x70.jpg,4609060344930,Выбор покупателя,Мука ВП,37/1637.jpg,нет
1648,"Бульон говяжий сухой, ВП",https://vkusvill.ru/upload/resize/239118/239118_250x250x70.jpg,4627178825233,Выбор покупателя,Мука ВП,48/1648.jpg,нет
1649,"Каша овсяная с чёрной смородиной б/п, ВП",https://vkusvill.ru/upload/resize/239120/239120_250x250x70.jpg,4602009325854,Выбор покупателя,Мука ВП,49/1649.jpg,нет
1691,"Пюре мясное ""Говядина"", ВП",https://vkusvill.ru/upload/resize/239221/239221_250x250x70.jpg,4620016090176,Выбор покупателя,Мука ВП,91/1691.jpg,нет
1887,"Шоколад белый кондитерский ""Дропсы"", ВП",https://vkusvill.ru/upload/resize/239676/239676_250x250x70.jpg,2100100175627,Выбор покупателя,Мука ВП,87/1887.jpg,нет
1911,"Бульон овощной сухой, ВП",https://vkusvill.ru/upload/resize/239722/239722_250x250x70.jpg,4627178825240,Выбор покупателя,Мука ВП,11/1911.jpg,нет
1974,"Хлеб гречневый, ВП",https://vkusvill.ru/upload/resize/239868/239868_250x250x70.jpg,2100100200213,Выбор покупателя,Мука ВП,74/1974.jpg,нет
2123,"Каша из полбы с клюквой, ВП",https://vkusvill.ru/upload/resize/240214/240214_250x250x70.jpg,4602248011716,Выбор покупателя,Мука ВП,23/2123.jpg,нет
2125,"Фрукт.-орех. Mix (ябл,апельсин,кешью),ВП",https://vkusvill.ru/upload/resize/240218/240218_250x250x70.jpg,4603764579056,Выбор покупателя,Мука ВП,25/2125.jpg,нет
2134,"Каша овсяная на козьем молоке, ВП",https://vkusvill.ru/upload/resize/240233/240233_250x250x70.jpg,4670017090019,Выбор покупателя,Мука ВП,34/2134.jpg,нет
2146,"Хлеб ржаной ""Десертный"", ВП",https://vkusvill.ru/upload/resize/240267/240267_250x250x70.jpg,4603777897048,Выбор покупателя,Мука ВП,46/2146.jpg,нет
2242,"Чипсы картофельные с томатом, ВП",https://vkusvill.ru/upload/resize/240539/240539_250x250x70.jpg,4605581011351,Выбор покупателя,Мука ВП,42/2242.jpg,нет
2275,"Детский суп ""Шпинат"" на козьем молоке, ВП",https://vkusvill.ru/upload/resize/240608/240608_250x250x70.jpg,4670017090255,Выбор покупателя,Мука ВП,75/2275.jpg,нет
2276,"Каша гречневая на козьем молоке, ВП",https://vkusvill.ru/upload/resize/240609/240609_250x250x70.jpg,4607088795994,Выбор покупателя,Мука ВП,76/2276.jpg,нет
2429,"Сироп голубой агавы светлый, ВП",https://vkusvill.ru/upload/resize/240965/240965_250x250x70.jpg,4607806710018,Выбор покупателя,Мука ВП,29/2429.jpg,нет
2441,"Каша из поленты с ягодами, ВП",https://vkusvill.ru/upload/resize/240989/240989_250x250x70.jpg,4602248011723,Выбор покупателя,Мука ВП,41/2441.jpg,нет
351,"Льняной десерт ""Лимон и Имбирь"", ВП",https://vkusvill.ru/upload/resize/236524/236524_250x250x70.jpg,4603720516774,Выбор покупателя,"Хлебцы. Сухарики. Снэки, ВП",51/351.jpg,
595,"Льняной десерт ""Классический"", ВП",https://vkusvill.ru/upload/resize/236972/236972_250x250x70.jpg,4603720516750,Выбор покупателя,"Хлебцы. Сухарики. Снэки, ВП",95/595.jpg,
596,"Льняной десерт Малина, ВП",https://vkusvill.ru/upload/resize/236973/236973_250x250x70.jpg,4603720516767,Выбор покупателя,"Хлебцы. Сухарики. Снэки, ВП",96/596.jpg,
1635,"Натуральная жвачка грейпфрут, ВП",https://vkusvill.ru/upload/resize/239090/239090_250x250x70.jpg,4680046809193,Выбор покупателя,"Хлебцы. Сухарики. Снэки, ВП",35/1635.jpg,
